lncRNA ,disease,lncRNA ,disease,yucelabel,0_gailv,1_gailv,,PMID
105,1615,DISC2,"Lymphoma, T-Cell, Cutaneous",1,0.217597008,0.782402992,,
391,1615,NEAT1,"Lymphoma, T-Cell, Cutaneous",1,0.242579639,0.757420361,,
432,1615,PVT1,"Lymphoma, T-Cell, Cutaneous",1,0.304572284,0.695427716,,
178,1615,HOTAIR,"Lymphoma, T-Cell, Cutaneous",1,0.341182172,0.658817828,,
363,1615,MIAT,"Lymphoma, T-Cell, Cutaneous",1,0.361469567,0.638530433,,
62,1615,BDNF-AS,"Lymphoma, T-Cell, Cutaneous",0,0.508979917,0.491020054,,
152,1615,GAS5,"Lymphoma, T-Cell, Cutaneous",0,0.541992068,0.458007902,,
188,1615,HULC,"Lymphoma, T-Cell, Cutaneous",0,0.703370214,0.296629757,,
266,1615,LINC00473,"Lymphoma, T-Cell, Cutaneous",0,0.714871287,0.285128742,,
169,1615,HAR1B,"Lymphoma, T-Cell, Cutaneous",0,0.715288281,0.284711689,,
830,1615,UCA1,"Lymphoma, T-Cell, Cutaneous",0,0.728353262,0.271646768,,
163,1616,H19,Hypoxia,1,0.094527006,0.905472994,,
178,1616,HOTAIR,Hypoxia,1,0.264183164,0.735816836,,
360,1616,MEG3,Hypoxia,1,0.343958616,0.656041384,,
391,1616,NEAT1,Hypoxia,1,0.349893391,0.650106609,,
355,1616,MALAT1,Hypoxia,1,0.358129323,0.641870677,,
87,1616,CDKN2B-AS1,Hypoxia,1,0.441955328,0.558044672,,
152,1616,GAS5,Hypoxia,0,0.532630444,0.467369527,,
105,1616,DISC2,Hypoxia,0,0.537824273,0.462175727,,
363,1616,MIAT,Hypoxia,0,0.617087245,0.382912725,,
432,1616,PVT1,Hypoxia,0,0.636338234,0.363661766,,
62,1616,BDNF-AS,Hypoxia,0,0.651683688,0.348316342,,
458,1616,ANRIL,Hypoxia,0,0.662774324,0.337225676,,
842,1616,XIST,Hypoxia,0,0.691287041,0.308712929,,
98,1616,DANCR,Hypoxia,0,0.696967959,0.303032041,,
99,1616,DAOA-AS1,Hypoxia,0,0.700916231,0.299083769,,
163,1617,H19,Muscular Atrophy,1,0.097023845,0.902976155,,
355,1617,MALAT1,Muscular Atrophy,1,0.144717276,0.855282724,,
391,1617,NEAT1,Muscular Atrophy,1,0.225393713,0.774606287,,
178,1617,HOTAIR,Muscular Atrophy,1,0.246382654,0.753617346,,
830,1617,UCA1,Muscular Atrophy,1,0.340627611,0.659372389,,
360,1617,MEG3,Muscular Atrophy,1,0.413440168,0.586559832,,
87,1617,CDKN2B-AS1,Muscular Atrophy,1,0.43405813,0.56594187,,
62,1617,BDNF-AS,Muscular Atrophy,0,0.522853792,0.477146208,,
432,1617,PVT1,Muscular Atrophy,0,0.543483019,0.456517011,,
152,1617,GAS5,Muscular Atrophy,0,0.54606998,0.453929991,,
363,1617,MIAT,Muscular Atrophy,0,0.566872597,0.433127373,,
105,1617,DISC2,Muscular Atrophy,0,0.574235499,0.425764501,,
172,1617,HCP5,Muscular Atrophy,0,0.653098106,0.346901923,,
404,1617,OIP5-AS1,Muscular Atrophy,0,0.701278269,0.298721731,,
98,1617,DANCR,Muscular Atrophy,0,0.734930277,0.265069693,,
355,1618,MALAT1,Endomyocardial Fibrosis,1,0.104575336,0.895424664,,
360,1618,MEG3,Endomyocardial Fibrosis,1,0.107922673,0.892077327,,
163,1618,H19,Endomyocardial Fibrosis,1,0.155953825,0.844046175,,
391,1618,NEAT1,Endomyocardial Fibrosis,1,0.1893543,0.8106457,,
152,1618,GAS5,Endomyocardial Fibrosis,1,0.289479673,0.710520327,,
87,1618,CDKN2B-AS1,Endomyocardial Fibrosis,1,0.313926637,0.686073363,,
432,1618,PVT1,Endomyocardial Fibrosis,1,0.342245042,0.657754958,,
421,1618,PICSAR,Endomyocardial Fibrosis,1,0.404274046,0.595725954,,
178,1618,HOTAIR,Endomyocardial Fibrosis,1,0.411729038,0.588270962,,
363,1618,MIAT,Endomyocardial Fibrosis,1,0.420518398,0.579481602,,
824,1618,TUG1,Endomyocardial Fibrosis,1,0.430739999,0.569260001,,
62,1618,BDNF-AS,Endomyocardial Fibrosis,1,0.491271734,0.508728266,,
105,1618,DISC2,Endomyocardial Fibrosis,0,0.502455115,0.497544855,,
842,1618,XIST,Endomyocardial Fibrosis,0,0.521336436,0.478663594,,
250,1618,LINC-ROR,Endomyocardial Fibrosis,0,0.6644063,0.33559373,,
163,1619,H19,Lupus Nephritis,1,0.074225843,0.925774157,,
355,1619,MALAT1,Lupus Nephritis,1,0.121970594,0.878029406,,
178,1619,HOTAIR,Lupus Nephritis,1,0.180499017,0.819500983,,
391,1619,NEAT1,Lupus Nephritis,1,0.217342019,0.782657981,,
152,1619,GAS5,Lupus Nephritis,1,0.286632657,0.713367343,,
360,1619,MEG3,Lupus Nephritis,1,0.307544827,0.692455173,,
432,1619,PVT1,Lupus Nephritis,1,0.331746638,0.668253362,,
87,1619,CDKN2B-AS1,Lupus Nephritis,1,0.441475034,0.558524966,,
824,1619,TUG1,Lupus Nephritis,0,0.540398359,0.459601611,,
842,1619,XIST,Lupus Nephritis,0,0.570244074,0.429755896,,
59,1619,BANCR,Lupus Nephritis,0,0.672856808,0.327143162,,
410,1619,PCA3,Lupus Nephritis,0,0.673040152,0.326959878,,
105,1619,DISC2,Lupus Nephritis,0,0.675078273,0.324921697,,
98,1619,DANCR,Lupus Nephritis,0,0.701003313,0.298996657,,
62,1619,BDNF-AS,Lupus Nephritis,0,0.712677717,0.287322313,,
163,1620,H19,Biliary Tract Neoplasms,1,0.118745863,0.881254137,,
355,1620,MALAT1,Biliary Tract Neoplasms,1,0.161338031,0.838661969,,
391,1620,NEAT1,Biliary Tract Neoplasms,1,0.249894321,0.750105679,,
178,1620,HOTAIR,Biliary Tract Neoplasms,1,0.258864582,0.741135418,,
87,1620,CDKN2B-AS1,Biliary Tract Neoplasms,1,0.318092227,0.681907773,,
360,1620,MEG3,Biliary Tract Neoplasms,1,0.323512912,0.676487088,,
105,1620,DISC2,Biliary Tract Neoplasms,1,0.349905074,0.650094926,,
432,1620,PVT1,Biliary Tract Neoplasms,1,0.367450714,0.632549286,,
62,1620,BDNF-AS,Biliary Tract Neoplasms,1,0.428687692,0.571312308,,
363,1620,MIAT,Biliary Tract Neoplasms,0,0.545514405,0.454485595,,
842,1620,XIST,Biliary Tract Neoplasms,0,0.559056759,0.440943271,,
152,1620,GAS5,Biliary Tract Neoplasms,0,0.620360494,0.379639477,,
235,1620,IPW,Biliary Tract Neoplasms,0,0.632609487,0.367390484,,
824,1620,TUG1,Biliary Tract Neoplasms,0,0.63938868,0.36061132,,
250,1620,LINC-ROR,Biliary Tract Neoplasms,0,0.677312851,0.322687179,,
163,1621,H19,"Ischemic Attack, Transient",1,0.268605888,0.731394112,,
105,1621,DISC2,"Ischemic Attack, Transient",1,0.427011847,0.572988153,,
178,1621,HOTAIR,"Ischemic Attack, Transient",1,0.42828393,0.57171607,,
360,1621,MEG3,"Ischemic Attack, Transient",1,0.468458056,0.531541944,,
355,1621,MALAT1,"Ischemic Attack, Transient",1,0.472332835,0.527667165,,
432,1621,PVT1,"Ischemic Attack, Transient",1,0.488666534,0.511333466,,
87,1621,CDKN2B-AS1,"Ischemic Attack, Transient",1,0.499228656,0.500771344,,
152,1621,GAS5,"Ischemic Attack, Transient",0,0.610478938,0.389521062,,
391,1621,NEAT1,"Ischemic Attack, Transient",0,0.650926411,0.349073589,,
62,1621,BDNF-AS,"Ischemic Attack, Transient",0,0.713429689,0.286570281,,
266,1621,LINC00473,"Ischemic Attack, Transient",0,0.762993693,0.237006336,,
169,1621,HAR1B,"Ischemic Attack, Transient",0,0.768363774,0.231636241,,
830,1621,UCA1,"Ischemic Attack, Transient",0,0.798704743,0.201295242,,
61,1621,BCYRN1,"Ischemic Attack, Transient",0,0.811063945,0.18893607,,
363,1621,MIAT,"Ischemic Attack, Transient",0,0.81958878,0.18041119,,
163,1622,H19,Idiopathic Pulmonary Fibrosis,1,0.081444681,0.918555319,,
360,1622,MEG3,Idiopathic Pulmonary Fibrosis,1,0.163237035,0.836762965,,
87,1622,CDKN2B-AS1,Idiopathic Pulmonary Fibrosis,1,0.167791367,0.832208633,,
355,1622,MALAT1,Idiopathic Pulmonary Fibrosis,1,0.168948352,0.831051648,,
391,1622,NEAT1,Idiopathic Pulmonary Fibrosis,1,0.189168215,0.810831785,,
152,1622,GAS5,Idiopathic Pulmonary Fibrosis,1,0.214904726,0.785095274,,
363,1622,MIAT,Idiopathic Pulmonary Fibrosis,1,0.230025172,0.769974828,,
432,1622,PVT1,Idiopathic Pulmonary Fibrosis,1,0.250919342,0.749080658,,
178,1622,HOTAIR,Idiopathic Pulmonary Fibrosis,1,0.280630112,0.719369888,,
105,1622,DISC2,Idiopathic Pulmonary Fibrosis,1,0.436503351,0.563496649,,
824,1622,TUG1,Idiopathic Pulmonary Fibrosis,1,0.446147919,0.553852081,,
62,1622,BDNF-AS,Idiopathic Pulmonary Fibrosis,0,0.539066136,0.460933864,,
235,1622,IPW,Idiopathic Pulmonary Fibrosis,0,0.544888854,0.455111116,,
830,1622,UCA1,Idiopathic Pulmonary Fibrosis,0,0.597514629,0.402485371,,
94,1622,CRNDE,Idiopathic Pulmonary Fibrosis,0,0.635886133,0.364113867,,
360,1623,MEG3,"Corneal Dystrophies, Hereditary",1,0.187507749,0.812492251,,
355,1623,MALAT1,"Corneal Dystrophies, Hereditary",1,0.216700435,0.783299565,,
87,1623,CDKN2B-AS1,"Corneal Dystrophies, Hereditary",1,0.262453377,0.737546623,,
178,1623,HOTAIR,"Corneal Dystrophies, Hereditary",1,0.298513949,0.701486051,,
432,1623,PVT1,"Corneal Dystrophies, Hereditary",1,0.31316489,0.68683511,,
391,1623,NEAT1,"Corneal Dystrophies, Hereditary",1,0.320794165,0.679205835,,
152,1623,GAS5,"Corneal Dystrophies, Hereditary",1,0.428029716,0.571970284,,
163,1623,H19,"Corneal Dystrophies, Hereditary",1,0.464487195,0.535512805,,
62,1623,BDNF-AS,"Corneal Dystrophies, Hereditary",1,0.495162189,0.504837811,,
363,1623,MIAT,"Corneal Dystrophies, Hereditary",1,0.496816874,0.503183126,,
842,1623,XIST,"Corneal Dystrophies, Hereditary",0,0.556741893,0.443258107,,
105,1623,DISC2,"Corneal Dystrophies, Hereditary",0,0.571244478,0.428755492,,
824,1623,TUG1,"Corneal Dystrophies, Hereditary",0,0.701783419,0.298216611,,
830,1623,UCA1,"Corneal Dystrophies, Hereditary",0,0.706370473,0.293629557,,
98,1623,DANCR,"Corneal Dystrophies, Hereditary",0,0.720387101,0.279612899,,
360,1624,MEG3,Hypersensitivity,1,0.169162869,0.830837131,,
355,1624,MALAT1,Hypersensitivity,1,0.173673153,0.826326847,,
391,1624,NEAT1,Hypersensitivity,1,0.181822062,0.818177938,,
87,1624,CDKN2B-AS1,Hypersensitivity,1,0.196861684,0.803138316,,
178,1624,HOTAIR,Hypersensitivity,1,0.246151924,0.753848076,,
363,1624,MIAT,Hypersensitivity,1,0.36416465,0.63583535,,
105,1624,DISC2,Hypersensitivity,1,0.402820051,0.597179949,,
432,1624,PVT1,Hypersensitivity,1,0.41484499,0.58515501,,
163,1624,H19,Hypersensitivity,0,0.508419871,0.491580099,,
62,1624,BDNF-AS,Hypersensitivity,0,0.524394274,0.475605726,,
188,1624,HULC,Hypersensitivity,0,0.590994537,0.409005463,,
842,1624,XIST,Hypersensitivity,0,0.599707246,0.400292754,,
152,1624,GAS5,Hypersensitivity,0,0.662183821,0.337816179,,
56,1624,BACE1-AS,Hypersensitivity,0,0.678894281,0.321105748,,
396,1624,NONRATT021972,Hypersensitivity,0,0.683453619,0.316546381,,
360,1625,MEG3,"Fatty Liver, Alcoholic",1,0.409706175,0.590293825,,
355,1625,MALAT1,"Fatty Liver, Alcoholic",0,0.552389264,0.447610706,,
432,1625,PVT1,"Fatty Liver, Alcoholic",0,0.586234212,0.413765788,,
178,1625,HOTAIR,"Fatty Liver, Alcoholic",0,0.587361693,0.412638277,,
105,1625,DISC2,"Fatty Liver, Alcoholic",0,0.605405927,0.394594103,,
87,1625,CDKN2B-AS1,"Fatty Liver, Alcoholic",0,0.621773839,0.378226131,,
458,1625,ANRIL,"Fatty Liver, Alcoholic",0,0.664749265,0.335250735,,
391,1625,NEAT1,"Fatty Liver, Alcoholic",0,0.686673403,0.313326567,,
61,1625,BCYRN1,"Fatty Liver, Alcoholic",0,0.702926278,0.297073722,,
152,1625,GAS5,"Fatty Liver, Alcoholic",0,0.709257603,0.290742427,,
188,1625,HULC,"Fatty Liver, Alcoholic",0,0.725454807,0.274545163,,
62,1625,BDNF-AS,"Fatty Liver, Alcoholic",0,0.739594698,0.260405302,,
163,1625,H19,"Fatty Liver, Alcoholic",0,0.791518867,0.208481133,,
250,1625,LINC-ROR,"Fatty Liver, Alcoholic",0,0.830928087,0.169071883,,
830,1625,UCA1,"Fatty Liver, Alcoholic",0,0.831173301,0.168826729,,
355,1626,MALAT1,Osteonecrosis,1,0.200085282,0.799914718,,
360,1626,MEG3,Osteonecrosis,1,0.271727324,0.728272676,,
178,1626,HOTAIR,Osteonecrosis,1,0.278218329,0.721781671,,
87,1626,CDKN2B-AS1,Osteonecrosis,1,0.368436277,0.631563723,,
432,1626,PVT1,Osteonecrosis,1,0.443945765,0.556054235,,
163,1626,H19,Osteonecrosis,1,0.452899694,0.547100306,,
62,1626,BDNF-AS,Osteonecrosis,1,0.457817495,0.542182505,,
391,1626,NEAT1,Osteonecrosis,1,0.457893968,0.542106032,,
105,1626,DISC2,Osteonecrosis,0,0.500760913,0.499239057,,
188,1626,HULC,Osteonecrosis,0,0.631847024,0.368153006,,
152,1626,GAS5,Osteonecrosis,0,0.668802977,0.331197053,,
169,1626,HAR1B,Osteonecrosis,0,0.669382453,0.330617577,,
250,1626,LINC-ROR,Osteonecrosis,0,0.680448771,0.319551259,,
458,1626,ANRIL,Osteonecrosis,0,0.716846049,0.283153951,,
61,1626,BCYRN1,Osteonecrosis,0,0.724052429,0.275947601,,
355,1627,MALAT1,Lung Injury,1,0.142325401,0.857674599,,
163,1627,H19,Lung Injury,1,0.22112143,0.77887857,,
178,1627,HOTAIR,Lung Injury,1,0.260784388,0.739215612,,
391,1627,NEAT1,Lung Injury,1,0.278741658,0.721258342,,
363,1627,MIAT,Lung Injury,1,0.350538909,0.649461091,,
432,1627,PVT1,Lung Injury,1,0.369501948,0.630498052,,
360,1627,MEG3,Lung Injury,1,0.372930527,0.627069473,,
105,1627,DISC2,Lung Injury,1,0.39043498,0.60956502,,
152,1627,GAS5,Lung Injury,1,0.421219468,0.578780532,,
87,1627,CDKN2B-AS1,Lung Injury,1,0.446264744,0.553735256,,
62,1627,BDNF-AS,Lung Injury,0,0.692180037,0.307819992,,
448,1627,ACTN4,Lung Injury,0,0.704467535,0.295532465,,
404,1627,OIP5-AS1,Lung Injury,0,0.74281621,0.25718382,,
188,1627,HULC,Lung Injury,0,0.751569986,0.248430014,,
458,1627,ANRIL,Lung Injury,0,0.765867949,0.234132037,,
163,1628,H19,Cataract,1,0.101842284,0.898157716,,
355,1628,MALAT1,Cataract,1,0.159939826,0.840060174,,
391,1628,NEAT1,Cataract,1,0.224187851,0.775812149,,
360,1628,MEG3,Cataract,1,0.235840678,0.764159322,,
105,1628,DISC2,Cataract,1,0.318486631,0.681513369,,
87,1628,CDKN2B-AS1,Cataract,1,0.340932965,0.659067035,,
178,1628,HOTAIR,Cataract,1,0.353499711,0.646500289,,
432,1628,PVT1,Cataract,1,0.353713393,0.646286607,,
363,1628,MIAT,Cataract,0,0.55555439,0.44444558,,
169,1628,HAR1B,Cataract,0,0.563149333,0.436850697,,
152,1628,GAS5,Cataract,0,0.575309038,0.424690932,,
830,1628,UCA1,Cataract,0,0.611261964,0.388738006,,
62,1628,BDNF-AS,Cataract,0,0.625440478,0.374559492,,
458,1628,ANRIL,Cataract,0,0.627952814,0.372047156,,
59,1628,BANCR,Cataract,0,0.634233236,0.365766793,,
87,1629,CDKN2B-AS1,Polycystic Kidney Diseases,1,0.143268466,0.856731534,,
360,1629,MEG3,Polycystic Kidney Diseases,1,0.179531336,0.820468664,,
355,1629,MALAT1,Polycystic Kidney Diseases,1,0.20578897,0.79421103,,
163,1629,H19,Polycystic Kidney Diseases,1,0.209062994,0.790937006,,
391,1629,NEAT1,Polycystic Kidney Diseases,1,0.228156507,0.771843493,,
178,1629,HOTAIR,Polycystic Kidney Diseases,1,0.36540693,0.63459307,,
432,1629,PVT1,Polycystic Kidney Diseases,1,0.407627106,0.592372894,,
105,1629,DISC2,Polycystic Kidney Diseases,1,0.423420966,0.576579034,,
824,1629,TUG1,Polycystic Kidney Diseases,0,0.549406052,0.450593919,,
62,1629,BDNF-AS,Polycystic Kidney Diseases,0,0.54964,0.45036,,
458,1629,ANRIL,Polycystic Kidney Diseases,0,0.640422702,0.359577298,,
842,1629,XIST,Polycystic Kidney Diseases,0,0.689589322,0.310410678,,
250,1629,LINC-ROR,Polycystic Kidney Diseases,0,0.694832563,0.305167407,,
152,1629,GAS5,Polycystic Kidney Diseases,0,0.697978914,0.302021086,,
61,1629,BCYRN1,Polycystic Kidney Diseases,0,0.725174963,0.274825037,,
178,1630,HOTAIR,"Arrhythmias, Cardiac",1,0.221533656,0.778466344,,
105,1630,DISC2,"Arrhythmias, Cardiac",1,0.270418942,0.729581058,,
355,1630,MALAT1,"Arrhythmias, Cardiac",1,0.278109193,0.721890807,,
87,1630,CDKN2B-AS1,"Arrhythmias, Cardiac",1,0.279547095,0.720452905,,
360,1630,MEG3,"Arrhythmias, Cardiac",1,0.317849338,0.682150662,,
391,1630,NEAT1,"Arrhythmias, Cardiac",1,0.448390722,0.551609278,,
62,1630,BDNF-AS,"Arrhythmias, Cardiac",1,0.466564357,0.533435643,,
163,1630,H19,"Arrhythmias, Cardiac",0,0.503627062,0.496372908,,
432,1630,PVT1,"Arrhythmias, Cardiac",0,0.548552752,0.451447219,,
363,1630,MIAT,"Arrhythmias, Cardiac",0,0.549072027,0.450928003,,
458,1630,ANRIL,"Arrhythmias, Cardiac",0,0.63573122,0.36426881,,
176,1630,HLA-AS1,"Arrhythmias, Cardiac",0,0.63978076,0.36021921,,
421,1630,PICSAR,"Arrhythmias, Cardiac",0,0.662759602,0.337240398,,
188,1630,HULC,"Arrhythmias, Cardiac",0,0.670216799,0.329783231,,
152,1630,GAS5,"Arrhythmias, Cardiac",0,0.678051829,0.3219482,,
163,1631,H19,Barrett Esophagus,1,0.059468806,0.940531194,,
355,1631,MALAT1,Barrett Esophagus,1,0.088789165,0.911210835,,
391,1631,NEAT1,Barrett Esophagus,1,0.140103042,0.859896958,,
360,1631,MEG3,Barrett Esophagus,1,0.230610907,0.769389093,,
178,1631,HOTAIR,Barrett Esophagus,1,0.233945191,0.766054809,,
152,1631,GAS5,Barrett Esophagus,1,0.28364253,0.71635747,,
87,1631,CDKN2B-AS1,Barrett Esophagus,1,0.355192959,0.644807041,,
432,1631,PVT1,Barrett Esophagus,1,0.376364827,0.623635173,,
105,1631,DISC2,Barrett Esophagus,1,0.434039176,0.565960824,,
824,1631,TUG1,Barrett Esophagus,1,0.436865449,0.563134551,,
235,1631,IPW,Barrett Esophagus,1,0.480757773,0.519242227,,
842,1631,XIST,Barrett Esophagus,0,0.601235867,0.398764104,,
62,1631,BDNF-AS,Barrett Esophagus,0,0.648435295,0.351564705,,
458,1631,ANRIL,Barrett Esophagus,0,0.683984518,0.316015452,,
250,1631,LINC-ROR,Barrett Esophagus,0,0.702183723,0.297816306,,
163,1632,H19,HIV Infections,1,0.089322329,0.910677671,,
355,1632,MALAT1,HIV Infections,1,0.106054664,0.893945336,,
360,1632,MEG3,HIV Infections,1,0.151290178,0.848709822,,
391,1632,NEAT1,HIV Infections,1,0.169611394,0.830388606,,
105,1632,DISC2,HIV Infections,1,0.252206683,0.747793317,,
152,1632,GAS5,HIV Infections,1,0.277693748,0.722306252,,
87,1632,CDKN2B-AS1,HIV Infections,1,0.29046458,0.70953542,,
432,1632,PVT1,HIV Infections,1,0.340876997,0.659123003,,
178,1632,HOTAIR,HIV Infections,1,0.341866076,0.658133924,,
62,1632,BDNF-AS,HIV Infections,1,0.429671824,0.570328176,,
842,1632,XIST,HIV Infections,1,0.488237619,0.511762381,,
830,1632,UCA1,HIV Infections,0,0.590516925,0.409483075,,
59,1632,BANCR,HIV Infections,0,0.617125213,0.382874787,,
54,1632,ATP6V1G2-DDX39B,HIV Infections,0,0.617565751,0.382434249,,
824,1632,TUG1,HIV Infections,0,0.629987359,0.370012671,,
87,1633,CDKN2B-AS1,"Arthritis, Psoriatic",1,0.155259132,0.844740868,,
360,1633,MEG3,"Arthritis, Psoriatic",1,0.165534675,0.834465325,,
355,1633,MALAT1,"Arthritis, Psoriatic",1,0.257083714,0.742916286,,
178,1633,HOTAIR,"Arthritis, Psoriatic",1,0.322737873,0.677262127,,
391,1633,NEAT1,"Arthritis, Psoriatic",1,0.360456467,0.639543533,,
163,1633,H19,"Arthritis, Psoriatic",1,0.371331036,0.628668964,,
432,1633,PVT1,"Arthritis, Psoriatic",1,0.386332989,0.613667011,,
363,1633,MIAT,"Arthritis, Psoriatic",1,0.455587327,0.544412673,,
105,1633,DISC2,"Arthritis, Psoriatic",1,0.475733995,0.524266005,,
62,1633,BDNF-AS,"Arthritis, Psoriatic",0,0.548690677,0.451309353,,
421,1633,PICSAR,"Arthritis, Psoriatic",0,0.616987288,0.383012712,,
830,1633,UCA1,"Arthritis, Psoriatic",0,0.643688262,0.356311738,,
152,1633,GAS5,"Arthritis, Psoriatic",0,0.663113952,0.336886019,,
188,1633,HULC,"Arthritis, Psoriatic",0,0.709437966,0.290562063,,
378,1633,MSR1,"Arthritis, Psoriatic",0,0.725346506,0.274653494,,
360,1634,MEG3,Dementia,1,0.183518648,0.816481352,,
355,1634,MALAT1,Dementia,1,0.197558463,0.802441537,,
105,1634,DISC2,Dementia,1,0.323157966,0.676842034,,
178,1634,HOTAIR,Dementia,1,0.3395257,0.6604743,,
87,1634,CDKN2B-AS1,Dementia,1,0.415041268,0.584958732,,
432,1634,PVT1,Dementia,1,0.424758375,0.575241625,,
391,1634,NEAT1,Dementia,1,0.430303276,0.569696724,,
62,1634,BDNF-AS,Dementia,0,0.573479056,0.426520973,,
152,1634,GAS5,Dementia,0,0.695223808,0.304776222,,
163,1634,H19,Dementia,0,0.722181201,0.277818769,,
98,1634,DANCR,Dementia,0,0.74671483,0.25328514,,
169,1634,HAR1B,Dementia,0,0.765966654,0.234033346,,
61,1634,BCYRN1,Dementia,0,0.779550314,0.220449716,,
421,1634,PICSAR,Dementia,0,0.790704966,0.20929502,,
842,1634,XIST,Dementia,0,0.820390761,0.179609239,,
355,1635,MALAT1,"Mastocytosis, Systemic",1,0.161834896,0.838165104,,
105,1635,DISC2,"Mastocytosis, Systemic",1,0.167601287,0.832398713,,
360,1635,MEG3,"Mastocytosis, Systemic",1,0.204566121,0.795433879,,
163,1635,H19,"Mastocytosis, Systemic",1,0.236624718,0.763375282,,
391,1635,NEAT1,"Mastocytosis, Systemic",1,0.238224387,0.761775613,,
87,1635,CDKN2B-AS1,"Mastocytosis, Systemic",1,0.324278712,0.675721288,,
178,1635,HOTAIR,"Mastocytosis, Systemic",1,0.359093904,0.640906096,,
62,1635,BDNF-AS,"Mastocytosis, Systemic",1,0.447925806,0.552074194,,
169,1635,HAR1B,"Mastocytosis, Systemic",0,0.528977394,0.471022636,,
363,1635,MIAT,"Mastocytosis, Systemic",0,0.540077329,0.459922642,,
432,1635,PVT1,"Mastocytosis, Systemic",0,0.576348782,0.423651189,,
152,1635,GAS5,"Mastocytosis, Systemic",0,0.622902751,0.377097249,,
188,1635,HULC,"Mastocytosis, Systemic",0,0.63784343,0.36215657,,
842,1635,XIST,"Mastocytosis, Systemic",0,0.642386675,0.357613355,,
421,1635,PICSAR,"Mastocytosis, Systemic",0,0.707573056,0.292426914,,
163,1636,H19,"Carcinoma, Endometrioid",1,0.062408268,0.937591732,,
355,1636,MALAT1,"Carcinoma, Endometrioid",1,0.101729691,0.898270309,,
360,1636,MEG3,"Carcinoma, Endometrioid",1,0.150818825,0.849181175,,
391,1636,NEAT1,"Carcinoma, Endometrioid",1,0.175485075,0.824514925,,
432,1636,PVT1,"Carcinoma, Endometrioid",1,0.249891281,0.750108719,,
87,1636,CDKN2B-AS1,"Carcinoma, Endometrioid",1,0.285364568,0.714635432,,
105,1636,DISC2,"Carcinoma, Endometrioid",1,0.318761408,0.681238592,,
178,1636,HOTAIR,"Carcinoma, Endometrioid",1,0.398243248,0.601756752,,
152,1636,GAS5,"Carcinoma, Endometrioid",1,0.407035112,0.592964888,,
62,1636,BDNF-AS,"Carcinoma, Endometrioid",1,0.456417263,0.543582737,,
824,1636,TUG1,"Carcinoma, Endometrioid",1,0.464836478,0.535163522,,
363,1636,MIAT,"Carcinoma, Endometrioid",1,0.473342657,0.526657343,,
842,1636,XIST,"Carcinoma, Endometrioid",0,0.509144425,0.490855575,,
189,1636,IFNG-AS1,"Carcinoma, Endometrioid",0,0.543775678,0.456224352,,
421,1636,PICSAR,"Carcinoma, Endometrioid",0,0.557389855,0.442610174,,
360,1637,MEG3,Muscular Dystrophies,1,0.256297767,0.743702233,,
355,1637,MALAT1,Muscular Dystrophies,1,0.289759398,0.710240602,,
87,1637,CDKN2B-AS1,Muscular Dystrophies,1,0.361979187,0.638020813,,
391,1637,NEAT1,Muscular Dystrophies,1,0.362648726,0.637351274,,
178,1637,HOTAIR,Muscular Dystrophies,1,0.396319211,0.603680789,,
62,1637,BDNF-AS,Muscular Dystrophies,1,0.459899485,0.540100515,,
432,1637,PVT1,Muscular Dystrophies,0,0.514187038,0.485812962,,
105,1637,DISC2,Muscular Dystrophies,0,0.570845127,0.429154873,,
363,1637,MIAT,Muscular Dystrophies,0,0.623768806,0.376231164,,
152,1637,GAS5,Muscular Dystrophies,0,0.648775458,0.351224512,,
169,1637,HAR1B,Muscular Dystrophies,0,0.689701974,0.310298026,,
396,1637,NONRATT021972,Muscular Dystrophies,0,0.705345392,0.294654578,,
163,1637,H19,Muscular Dystrophies,0,0.737160146,0.262839854,,
188,1637,HULC,Muscular Dystrophies,0,0.738270342,0.261729658,,
410,1637,PCA3,Muscular Dystrophies,0,0.755767703,0.244232312,,
360,1638,MEG3,Leprosy,1,0.22090435,0.77909565,,
355,1638,MALAT1,Leprosy,1,0.252261341,0.747738659,,
178,1638,HOTAIR,Leprosy,1,0.358272135,0.641727865,,
105,1638,DISC2,Leprosy,1,0.408310711,0.591689289,,
432,1638,PVT1,Leprosy,1,0.421640277,0.578359723,,
87,1638,CDKN2B-AS1,Leprosy,1,0.43688798,0.56311202,,
391,1638,NEAT1,Leprosy,1,0.44765377,0.55234623,,
163,1638,H19,Leprosy,1,0.455259085,0.544740915,,
169,1638,HAR1B,Leprosy,0,0.649985671,0.350014359,,
152,1638,GAS5,Leprosy,0,0.661905706,0.338094294,,
62,1638,BDNF-AS,Leprosy,0,0.682602406,0.317397565,,
363,1638,MIAT,Leprosy,0,0.712337375,0.287662596,,
458,1638,ANRIL,Leprosy,0,0.777573347,0.222426668,,
190,1638,IGF2-AS,Leprosy,0,0.783275783,0.216724232,,
61,1638,BCYRN1,Leprosy,0,0.787191331,0.212808654,,
163,1639,H19,Aortic Valve Stenosis,1,0.110955954,0.889044046,,
355,1639,MALAT1,Aortic Valve Stenosis,1,0.163655937,0.836344063,,
178,1639,HOTAIR,Aortic Valve Stenosis,1,0.248177826,0.751822174,,
391,1639,NEAT1,Aortic Valve Stenosis,1,0.270905733,0.729094267,,
