mir,mesh_name,causality,,
hsa-mir-646,Stomach Neoplasms,yes,1248,1307
hsa-mir-193a,"Carcinoma, Renal Cell",yes,1000,1324
hsa-mir-26a,"Lymphoma, Large B-Cell, Diffuse",yes,1062,1470
hsa-mir-26a,Colorectal Neoplasms,yes,1062,1304
hsa-mir-133b,Lung Neoplasms,yes,941,1308
hsa-mir-217,Myxoma,yes,1045,1678
hsa-mir-129,Stomach Neoplasms,yes,924,1307
hsa-mir-136,Stomach Neoplasms,yes,948,1307
hsa-let-7b,"Carcinoma, Hepatocellular",yes,866,1310
hsa-mir-138,"Carcinoma, Hepatocellular",yes,950,1310
hsa-mir-107,Osteosarcoma,yes,891,1305
hsa-mir-150,Neuralgia,yes,965,1605
hsa-mir-155,Lung Neoplasms,yes,971,1308
hsa-let-7a,Melanoma,yes,862,1347
hsa-mir-26a,Melanoma,yes,1062,1347
hsa-mir-613,Stomach Neoplasms,yes,1237,1307
hsa-mir-25,Osteosarcoma,yes,1061,1305
hsa-mir-320,Stomach Neoplasms,yes,1099,1307
hsa-mir-219,"Carcinoma, Non-Small-Cell Lung",yes,1049,1312
hsa-mir-592,Glioma,yes,1230,1322
hsa-mir-378,Colonic Neoplasms,yes,1145,1336
hsa-let-7c,Breast Neoplasms,yes,867,1303
hsa-mir-143,Lymphoma,yes,957,1417
hsa-mir-21,Pituitary Neoplasms,yes,1036,1369
hsa-mir-133a,Colorectal Neoplasms,yes,938,1304
hsa-mir-429,Glioblastoma,yes,1160,1301
hsa-mir-1254,"Carcinoma, Non-Small-Cell Lung",yes,911,1312
hsa-mir-21,Cardio-Renal Syndrome,yes,1036,1693
hsa-mir-143,"Carcinoma, Hepatocellular",yes,957,1310
hsa-mir-144,Pre-Eclampsia,yes,958,1459
hsa-mir-18a,Muscular Atrophy,yes,994,1617
hsa-mir-195,Laryngeal Neoplasms,yes,1005,1415
hsa-mir-4262,Uterine Cervical Neoplasms,yes,1159,1300
hsa-mir-204,Uterine Cervical Neoplasms,yes,1028,1300
hsa-mir-154,Stomach Neoplasms,yes,970,1307
hsa-mir-181c,Lung Neoplasms,yes,985,1308
hsa-mir-152,Osteosarcoma,yes,966,1305
hsa-mir-367,Melanoma,yes,1134,1347
hsa-mir-31,Stomach Neoplasms,yes,1096,1307
hsa-mir-204,Hypertension,yes,1028,1383
hsa-mir-22,Arteriosclerosis Obliterans,yes,1050,1674
hsa-mir-15a,"Carcinoma, Renal Cell",yes,972,1324
hsa-mir-127,Bone Neoplasms,yes,918,1543
hsa-mir-376a,Bone Neoplasms,yes,1142,1543
hsa-mir-4317,Stomach Neoplasms,yes,1162,1307
hsa-mir-106a,Prostatic Neoplasms,yes,889,1339
hsa-mir-34a,Non-alcoholic Fatty Liver Disease,yes,1126,1481
hsa-mir-149,"Carcinoma, Renal Cell",yes,964,1324
hsa-mir-217,Colorectal Neoplasms,yes,1045,1304
hsa-mir-16,Cholangiocarcinoma,yes,974,1326
hsa-mir-21,Rectal Neoplasms,yes,1036,1539
hsa-mir-126,Diabetic Retinopathy,yes,917,1508
hsa-mir-181a,"Carcinoma, Non-Small-Cell Lung",yes,980,1312
hsa-mir-125a,Osteosarcoma,yes,913,1305
hsa-mir-124,"Hypertension, Pulmonary",yes,903,1559
hsa-mir-629,Ovarian Neoplasms,yes,1243,1309
hsa-mir-23b,Stomach Neoplasms,yes,1056,1307
hsa-mir-17,"Carcinoma, Pancreatic Ductal",yes,977,1577
hsa-mir-29a,"Arthritis, Rheumatoid",yes,1074,1423
hsa-mir-210,Pheochromocytoma,yes,1037,1434
hsa-mir-34a,Pre-Eclampsia,yes,1126,1459
hsa-mir-150,Thyroid Neoplasms,yes,965,1330
hsa-mir-29a,Neurilemmoma,yes,1074,1652
hsa-mir-29c,Neurilemmoma,yes,1078,1652
hsa-mir-124,Melanoma,yes,903,1347
hsa-mir-17,Endometriosis,yes,977,1380
hsa-mir-145,Stroke,yes,959,1397
hsa-mir-21,"Lymphoma, Large B-Cell, Diffuse",yes,1036,1470
hsa-mir-140,Cartilage Diseases,yes,954,1694
hsa-mir-489,Colorectal Neoplasms,yes,1180,1304
hsa-mir-30a,"Carcinoma, Renal Cell",yes,1089,1324
hsa-mir-146a,Inflammation,yes,960,1564
hsa-let-7d,Parkinson Disease,yes,868,1455
hsa-mir-106b,Retinoblastoma,yes,890,1348
hsa-mir-27a,Diabetes Mellitus,yes,1066,1379
hsa-mir-27a,Non-alcoholic Fatty Liver Disease,yes,1066,1481
hsa-mir-146a,Asthma,yes,960,1529
hsa-mir-155,Colonic Neoplasms,yes,971,1336
hsa-mir-150,Non-alcoholic Fatty Liver Disease,yes,965,1481
hsa-mir-107,"Carcinoma, Pancreatic Ductal",yes,891,1577
hsa-mir-200c,Endometriosis,yes,1024,1380
hsa-mir-449a,Osteosarcoma,yes,1166,1305
hsa-mir-24,Osteoarthritis,yes,1058,1403
hsa-mir-27a,"Carcinoma, Hepatocellular",yes,1066,1310
hsa-mir-146a,"Spondylitis, Ankylosing",yes,960,1673
hsa-mir-34b,Acute Lung Injury,yes,1127,1579
hsa-mir-200c,Neuralgia,yes,1024,1605
hsa-mir-429,Neuralgia,yes,1160,1605
hsa-mir-145,Neuralgia,yes,959,1605
hsa-mir-20b,Prostatic Neoplasms,yes,1035,1339
hsa-mir-326,Multiple Sclerosis,yes,1110,1466
hsa-mir-519d,Breast Neoplasms,yes,1209,1303
hsa-mir-1202,"Carcinoma, Hepatocellular",yes,897,1310
hsa-mir-182,Atherosclerosis,yes,987,1376
hsa-mir-155,Kidney Neoplasms,yes,971,1418
hsa-mir-143,Melanoma,yes,957,1347
hsa-mir-29a,Reperfusion Injury,yes,1074,1557
hsa-mir-296,Uterine Cervical Neoplasms,yes,1070,1300
hsa-mir-24,Atherosclerosis,yes,1058,1376
hsa-mir-29a,Retinoblastoma,yes,1074,1348
hsa-mir-188,Glioma,yes,993,1322
hsa-mir-181a,Thyroid Neoplasms,yes,980,1330
hsa-mir-30e,Parkinson Disease,yes,1095,1455
hsa-mir-124a,Liver Neoplasms,yes,909,1313
hsa-mir-346,"Carcinoma, Hepatocellular",yes,1125,1310
hsa-mir-136,"Carcinoma, Hepatocellular",yes,948,1310
hsa-mir-19a,Osteoarthritis,yes,1017,1403
hsa-mir-492,Hepatoblastoma,yes,1183,1402
hsa-mir-125b,"Diabetes Mellitus, Type 2",yes,914,1399
hsa-mir-519d,Uterine Cervical Neoplasms,yes,1209,1300
hsa-mir-501,Polycystic Kidney Diseases,yes,1193,1629
hsa-mir-21,"Carcinoma, Adenoid Cystic",yes,1036,1534
hsa-mir-301a,Prostatic Neoplasms,yes,1081,1339
hsa-mir-494,Diabetes Mellitus,yes,1185,1379
hsa-mir-144,Osteoporosis,yes,958,1684
hsa-mir-181a,Pre-Eclampsia,yes,980,1459
hsa-mir-124,Ovarian Neoplasms,yes,903,1309
hsa-mir-138,"Carcinoma, Renal Cell",yes,950,1324
hsa-let-7b,"Ectodermal Dysplasia 1, Anhidrotic",yes,866,1695
hsa-mir-199a,"Respiratory Distress Syndrome, Adult",yes,1013,1696
hsa-mir-15b,Prostatic Neoplasms,yes,973,1339
hsa-mir-448,Breast Neoplasms,yes,1165,1303
hsa-mir-330,Alzheimer Disease,yes,1114,1342
hsa-mir-424,Endometrial Neoplasms,yes,1158,1362
hsa-mir-760,"Carcinoma, Non-Small-Cell Lung",yes,1270,1312
hsa-mir-522,Colorectal Neoplasms,yes,1215,1304
hsa-mir-383,Lymphoma,yes,1150,1417
hsa-mir-206,Legg-Calve-Perthes Disease,yes,1030,1697
hsa-mir-210,Acute Kidney Injury,yes,1037,1561
hsa-mir-646,Colorectal Neoplasms,yes,1248,1304
hsa-mir-29b,Neuroblastoma,yes,1075,1302
hsa-mir-204,Colorectal Neoplasms,yes,1028,1304
hsa-mir-31,Arteriosclerosis Obliterans,yes,1096,1674
hsa-mir-143,Gallbladder Neoplasms,yes,957,1328
hsa-mir-493,Prostatic Neoplasms,yes,1184,1339
hsa-mir-152,Ovarian Neoplasms,yes,966,1309
hsa-mir-150,Melanoma,yes,965,1347
hsa-mir-34c,Laryngeal Neoplasms,yes,1128,1415
hsa-mir-340,Thyroid Neoplasms,yes,1122,1330
hsa-mir-365,Stroke,yes,1133,1397
hsa-mir-19b,"Carcinoma, Non-Small-Cell Lung",yes,1018,1312
hsa-mir-372,Breast Neoplasms,yes,1137,1303
hsa-mir-210,Reperfusion Injury,yes,1037,1557
hsa-mir-17,"Diabetes Mellitus, Type 2",yes,977,1399
hsa-mir-216b,Diabetic Angiopathies,yes,1044,1698
hsa-mir-149,Osteoarthritis,yes,964,1403
hsa-mir-378,Osteosarcoma,yes,1145,1305
hsa-mir-342,Melanoma,yes,1123,1347
hsa-mir-29c,"Carcinoma, Non-Small-Cell Lung",yes,1078,1312
hsa-mir-139,Adrenocortical Carcinoma,yes,953,1436
hsa-mir-483,Adrenocortical Carcinoma,yes,1175,1436
hsa-mir-223,Myocarditis,yes,1053,1699
hsa-mir-30a,Gallbladder Neoplasms,yes,1089,1328
hsa-mir-124,Angiomyolipoma,yes,903,1700
hsa-mir-132,Angiomyolipoma,yes,936,1700
hsa-mir-9,Angiomyolipoma,yes,1276,1700
hsa-mir-320,Brain Ischemia,yes,1099,1578
hsa-mir-98,Atherosclerosis,yes,1295,1376
hsa-mir-613,"Carcinoma, Hepatocellular",yes,1237,1310
hsa-mir-183,"Carcinoma, Renal Cell",yes,988,1324
hsa-mir-625,Thyroid Neoplasms,yes,1241,1330
hsa-mir-199,"Carcinoma, Hepatocellular",yes,1012,1310
hsa-mir-24,Hyperglycemia,yes,1058,1495
hsa-mir-143,Crohn Disease,yes,957,1317
hsa-mir-302a,Osteosarcoma,yes,1084,1305
hsa-mir-422a,Colorectal Neoplasms,yes,1156,1304
hsa-mir-375,Non-alcoholic Fatty Liver Disease,yes,1141,1481
hsa-mir-491,Stomach Neoplasms,yes,1182,1307
hsa-mir-374b,Uterine Cervical Neoplasms,yes,1140,1300
hsa-mir-30a,Liver Cirrhosis,yes,1089,1337
hsa-mir-146a,"Epilepsy, Temporal Lobe",yes,960,1325
hsa-mir-9,Uterine Cervical Neoplasms,yes,1276,1300
hsa-mir-451a,Non-alcoholic Fatty Liver Disease,yes,1169,1481
hsa-mir-181c,Diabetes Mellitus,yes,985,1379
hsa-mir-204,Neuroblastoma,yes,1028,1302
hsa-mir-612,Urinary Bladder Neoplasms,yes,1236,1306
hsa-mir-328,Breast Neoplasms,yes,1111,1303
hsa-mir-429,Peripheral Nerve Injuries,yes,1160,1643
hsa-mir-103a,"Carcinoma, Hepatocellular",yes,883,1310
hsa-mir-20a,Atherosclerosis,yes,1034,1376
hsa-mir-96,Osteosarcoma,yes,1294,1305
hsa-mir-146a,Acute Lung Injury,yes,960,1579
hsa-mir-222,"Cicatrix, Hypertrophic",yes,1052,1597
hsa-mir-92a,Diabetes Mellitus,yes,1282,1379
hsa-mir-155,Esophageal Neoplasms,yes,971,1351
hsa-mir-758,Atherosclerosis,yes,1269,1376
hsa-mir-29b,"Hypertension, Pulmonary",yes,1075,1559
hsa-mir-370,Atherosclerosis,yes,1135,1376
hsa-mir-135a,Atherosclerosis,yes,944,1376
hsa-mir-19a,Hypertrophy,yes,1017,1565
hsa-mir-19b,Hypertrophy,yes,1018,1565
hsa-mir-29b,Inflammation,yes,1075,1564
hsa-mir-224,"Carcinoma, Renal Cell",yes,1054,1324
hsa-mir-182,Myocardial Infarction,yes,987,1388
hsa-mir-375,"Rhinitis, Allergic",yes,1141,1669
hsa-mir-577,Osteoarthritis,yes,1225,1403
hsa-mir-485,Breast Neoplasms,yes,1176,1303
hsa-mir-338,"Carcinoma, Adenoid Cystic",yes,1117,1534
hsa-mir-876,"Carcinoma, Hepatocellular",yes,1274,1310
hsa-mir-485,Colorectal Neoplasms,yes,1176,1304
hsa-mir-222,Liver Neoplasms,yes,1052,1313
hsa-mir-125,Colorectal Neoplasms,yes,910,1304
hsa-mir-221,Myocardial Reperfusion Injury,yes,1051,1522
hsa-mir-146a,Uterine Cervical Neoplasms,yes,960,1300
hsa-mir-384,Breast Neoplasms,yes,1151,1303
hsa-mir-27a,Heart Failure,yes,1066,1318
hsa-mir-382,Diabetic Nephropathies,yes,1149,1487
hsa-mir-124a,"Carcinoma, Non-Small-Cell Lung",yes,909,1312
hsa-mir-146a,Coronavirus Infections,yes,960,1701
hsa-mir-34a,Atherosclerosis,yes,1126,1376
hsa-mir-502,Esophageal Neoplasms,yes,1194,1351
hsa-mir-338,Melanoma,yes,1117,1347
hsa-mir-340,Hemangiosarcoma,yes,1122,1646
hsa-mir-122,Stroke,yes,899,1397
hsa-mir-29c,Prostatic Neoplasms,yes,1078,1339
hsa-mir-652,Prostatic Neoplasms,yes,1251,1339
hsa-mir-545,Stomach Neoplasms,yes,1221,1307
hsa-mir-182,Acute Kidney Injury,yes,987,1561
hsa-mir-339,Precursor Cell Lymphoblastic Leukemia-Lymphoma,yes,1118,1344
hsa-mir-411,Spinal Cord Injuries,yes,1154,1567
hsa-mir-129,Wound Healing,yes,924,1598
hsa-mir-335,Wound Healing,yes,1116,1598
hsa-mir-215,Hepatitis C,yes,1041,1472
hsa-mir-486,Osteoarthritis,yes,1177,1403
hsa-mir-665,Intervertebral Disc Degeneration,yes,1257,1335
hsa-mir-130,Myocardial Infarction,yes,930,1388
hsa-mir-155,Lymphocytic Choriomeningitis,yes,971,1702
hsa-mir-1247,Pneumonia,yes,908,1662
hsa-mir-1231,Glioma,yes,901,1322
hsa-mir-7,White spot syndrome virus 1,yes,1261,1703
hsa-mir-608,"Carcinoma, Hepatocellular",yes,1234,1310
hsa-mir-616,Stomach Neoplasms,yes,1239,1307
hsa-mir-1178,Tuberculosis,yes,894,1562
hsa-mir-19a,Ovarian Neoplasms,yes,1017,1309
hsa-mir-155,"Cicatrix, Hypertrophic",yes,971,1597
hsa-mir-24,Obesity,yes,1058,1357
hsa-mir-216b,Glioma,yes,1044,1322
hsa-mir-320a,"Carcinoma, Non-Small-Cell Lung",yes,1100,1312
hsa-mir-124,Congenital Hypothyroidism,yes,903,1704
hsa-mir-381,Myocarditis,yes,1148,1699
hsa-mir-206,Prostatic Neoplasms,yes,1030,1339
hsa-mir-100,Nasopharyngeal Neoplasms,yes,878,1533
hsa-mir-128,Osteosarcoma,yes,921,1305
hsa-mir-155,Lichen Planus,yes,971,1705
hsa-mir-19a,Lichen Planus,yes,1017,1705
hsa-mir-148b,Wound Healing,yes,963,1598
hsa-mir-148a,Endometriosis,yes,962,1380
hsa-mir-215,Endometrial Neoplasms,yes,1041,1362
hsa-mir-1,Colonic Neoplasms,yes,875,1336
hsa-mir-23a,Sepsis,yes,1055,1558
hsa-mir-613,Osteosarcoma,yes,1237,1305
hsa-mir-193a,Stomach Neoplasms,yes,1000,1307
hsa-mir-143,Myocardial Infarction,yes,957,1388
hsa-mir-411,Urinary Bladder Neoplasms,yes,1154,1306
hsa-mir-27b,Ocular Motility Disorders,yes,1067,1706
hsa-mir-365,Melanoma,yes,1133,1347
hsa-mir-876,Psoriasis,yes,1274,1467
hsa-mir-23a,"Hypertension, Pulmonary",yes,1055,1559
hsa-mir-129,Neuroblastoma,yes,924,1302
hsa-mir-20a,Triple Negative Breast Neoplasms,yes,1034,1398
hsa-mir-200b,Metabolic Syndrome,yes,1023,1504
hsa-mir-300,"Carcinoma, Hepatocellular",yes,1080,1310
hsa-mir-140,Cardiovascular Diseases,yes,954,1377
hsa-mir-1247,Urinary Bladder Neoplasms,yes,908,1306
hsa-mir-21,Periodontitis,yes,1036,1392
hsa-mir-20a,Skin Diseases,yes,1034,1707
hsa-mir-208a,Stomach Neoplasms,yes,1032,1307
hsa-mir-873,Esophageal Neoplasms,yes,1272,1351
hsa-mir-744,Ovarian Neoplasms,yes,1268,1309
hsa-mir-30a,Melanoma,yes,1089,1347
hsa-mir-125b,Alzheimer Disease,yes,914,1342
hsa-mir-142,Ovarian Neoplasms,yes,956,1309
hsa-mir-106b,Cholesteatoma,yes,890,1600
hsa-mir-302c,Colorectal Neoplasms,yes,1086,1304
hsa-mir-499a,Glioma,yes,1190,1322
hsa-mir-590,Crohn Disease,yes,1229,1317
hsa-mir-590,Osteosarcoma,yes,1229,1305
hsa-mir-1297,Uterine Cervical Neoplasms,yes,928,1300
hsa-mir-324,Polycystic Ovary Syndrome,yes,1108,1314
hsa-mir-197,Uterine Cervical Neoplasms,yes,1010,1300
hsa-mir-216b,"Carcinoma, Non-Small-Cell Lung",yes,1044,1312
hsa-mir-154,"Carcinoma, Non-Small-Cell Lung",yes,970,1312
hsa-mir-455,"Carcinoma, Renal Cell",yes,1172,1324
hsa-mir-455,Diabetic Nephropathies,yes,1172,1487
hsa-mir-340,"Carcinoma, Non-Small-Cell Lung",yes,1122,1312
hsa-mir-155,"Pancreatitis, Acute Necrotizing",yes,971,1658
hsa-mir-29b-2,"Carcinoma, Pancreatic Ductal",yes,1077,1577
hsa-mir-378,Glioma,yes,1145,1322
hsa-mir-592,Stomach Neoplasms,yes,1230,1307
hsa-mir-142,Atherosclerosis,yes,956,1376
hsa-mir-34a,Liver Cirrhosis,yes,1126,1337
hsa-mir-9,Head and Neck Neoplasms,yes,1276,1614
hsa-mir-320,Diabetes Mellitus,yes,1099,1379
hsa-mir-20a,Multiple Myeloma,yes,1034,1368
hsa-mir-139,Prostatic Neoplasms,yes,953,1339
hsa-mir-599,Glioma,yes,1232,1322
hsa-mir-31,Melanoma,yes,1096,1347
hsa-mir-500a,"Carcinoma, Hepatocellular",yes,1192,1310
hsa-mir-98,"Carcinoma, Pancreatic Ductal",yes,1295,1577
hsa-mir-378,Melanoma,yes,1145,1347
hsa-mir-203a,Stomach Neoplasms,yes,1027,1307
hsa-mir-99b,Stomach Neoplasms,yes,1297,1307
hsa-mir-137,Triple Negative Breast Neoplasms,yes,949,1398
hsa-mir-498,Breast Neoplasms,yes,1188,1303
hsa-mir-124,"Carcinoma, Pancreatic Ductal",yes,903,1577
hsa-mir-193b,Chemical and Drug Induced Liver Injury,yes,1001,1574
hsa-mir-298,"Carcinoma, Hepatocellular",yes,1072,1310
hsa-mir-186,Alzheimer Disease,yes,991,1342
hsa-mir-135b,Brain Ischemia,yes,947,1578
hsa-mir-874,Ovarian Neoplasms,yes,1273,1309
hsa-mir-205,"Carcinoma, Hepatocellular",yes,1029,1310
hsa-mir-210,Osteosarcoma,yes,1037,1305
hsa-mir-650,Colorectal Neoplasms,yes,1250,1304
hsa-mir-638,Glioma,yes,1246,1322
hsa-mir-589,Stomach Neoplasms,yes,1228,1307
hsa-mir-665,Ovarian Neoplasms,yes,1257,1309
hsa-mir-577,"Carcinoma, Non-Small-Cell Lung",yes,1225,1312
hsa-mir-500a,Glioblastoma,yes,1192,1301
hsa-mir-92a-1,Bone Diseases,yes,1283,1404
hsa-mir-149,Uterine Cervical Neoplasms,yes,964,1300
hsa-mir-15a,Uterine Cervical Neoplasms,yes,972,1300
hsa-mir-519d,Colorectal Neoplasms,yes,1209,1304
hsa-mir-26a,Lung Injury,yes,1062,1627
hsa-mir-16,Polycystic Ovary Syndrome,yes,974,1314
hsa-mir-1296,Colorectal Neoplasms,yes,927,1304
hsa-mir-616,Pre-Eclampsia,yes,1239,1459
hsa-mir-30d,Pulmonary Fibrosis,yes,1094,1601
hsa-mir-181d,Osteosarcoma,yes,986,1305
hsa-mir-140,Breast Neoplasms,yes,954,1303
hsa-mir-181a,Glioma,yes,980,1322
hsa-mir-135b,Hypertrophy,yes,947,1565
hsa-mir-194,Hepatitis B,yes,1002,1556
hsa-mir-143,"Leukemia, Myeloid, Acute",yes,957,1366
hsa-mir-1273g,Colorectal Neoplasms,yes,920,1304
hsa-mir-384,Osteoarthritis,yes,1151,1403
hsa-mir-455,Urinary Bladder Neoplasms,yes,1172,1306
hsa-mir-342,Nasopharyngeal Neoplasms,yes,1123,1533
hsa-mir-122,Glioma,yes,899,1322
hsa-mir-543,Esophageal Neoplasms,yes,1219,1351
hsa-mir-638,Asthma,yes,1246,1529
hsa-mir-27b,Mucocutaneous Lymph Node Syndrome,yes,1067,1708
hsa-mir-506,Retinoblastoma,yes,1198,1348
hsa-mir-125b,Lung Neoplasms,yes,914,1308
hsa-mir-191,Breast Neoplasms,yes,997,1303
hsa-mir-302c,"Carcinoma, Hepatocellular",yes,1086,1310
hsa-mir-323a,Osteosarcoma,yes,1107,1305
hsa-mir-613,Triple Negative Breast Neoplasms,yes,1237,1398
hsa-mir-942,Liver Cirrhosis,yes,1291,1337
hsa-mir-217,Urinary Bladder Neoplasms,yes,1045,1306
hsa-mir-148b,Kidney Neoplasms,yes,963,1418
hsa-mir-758,Glioblastoma,yes,1269,1301
hsa-mir-33a,Laryngeal Neoplasms,yes,1119,1415
hsa-mir-23c,"Carcinoma, Hepatocellular",yes,1057,1310
hsa-mir-520b,Lung Neoplasms,yes,1211,1308
hsa-mir-96,Uterine Cervical Neoplasms,yes,1294,1300
hsa-mir-30b,Glioma,yes,1090,1322
hsa-mir-582,Endometrial Neoplasms,yes,1226,1362
hsa-mir-4728,Burkitt Lymphoma,yes,1174,1510
hsa-mir-206,Sarcoma,yes,1030,1474
hsa-mir-153,Stomach Neoplasms,yes,967,1307
hsa-mir-6852,Colorectal Neoplasms,yes,1260,1304
hsa-mir-379,Nasopharyngeal Neoplasms,yes,1147,1533
hsa-mir-26a,Neuralgia,yes,1062,1605
hsa-mir-30c,Atherosclerosis,yes,1091,1376
hsa-mir-494,"Respiratory Distress Syndrome, Adult",yes,1185,1696
hsa-mir-122,Bile Duct Neoplasms,yes,899,1545
hsa-mir-486,Myocardial Infarction,yes,1177,1388
hsa-mir-223,"Lymphoma, Mantle-Cell",yes,1053,1430
hsa-mir-524,Osteosarcoma,yes,1216,1305
hsa-mir-18a,Osteosarcoma,yes,994,1305
hsa-mir-761,Stomach Neoplasms,yes,1271,1307
hsa-mir-449b,"Carcinoma, Non-Small-Cell Lung",yes,1167,1312
hsa-mir-124a,Glioma,yes,909,1322
hsa-mir-1254,Breast Neoplasms,yes,911,1303
hsa-mir-424,Hemangioma,yes,1158,1493
hsa-mir-154,"Carcinoma, Renal Cell",yes,970,1324
hsa-mir-454,Pre-Eclampsia,yes,1171,1459
hsa-mir-504,"Carcinoma, Hepatocellular",yes,1196,1310
hsa-mir-1258,Colorectal Neoplasms,yes,912,1304
hsa-mir-383,Cholangiocarcinoma,yes,1150,1326
hsa-mir-27a,Reperfusion Injury,yes,1066,1557
hsa-mir-133a,Asthma,yes,938,1529
hsa-mir-451,Osteoporosis,yes,1168,1684
hsa-mir-29,"Carcinoma, Renal Cell",yes,1069,1324
hsa-mir-590,Asthma,yes,1229,1529
hsa-mir-362,Lung Neoplasms,yes,1131,1308
hsa-mir-138,Sepsis,yes,950,1558
hsa-mir-381,Uterine Cervical Neoplasms,yes,1148,1300
hsa-mir-139,Glioma,yes,953,1322
hsa-mir-483,"Thyroid Carcinoma, Anaplastic",yes,1175,1538
hsa-mir-874,Diabetic Nephropathies,yes,1273,1487
hsa-mir-200a,Kidney Neoplasms,yes,1022,1418
hsa-mir-497,Glioma,yes,1187,1322
hsa-mir-1301,Osteosarcoma,yes,931,1305
hsa-mir-29a,Spinal Cord Injuries,yes,1074,1567
hsa-mir-483,Colonic Neoplasms,yes,1175,1336
hsa-mir-205,"Diabetes Mellitus, Type 2",yes,1029,1399
hsa-mir-543,Stomach Neoplasms,yes,1219,1307
hsa-mir-125b,Breast Neoplasms,yes,914,1303
hsa-mir-214,Acute Kidney Injury,yes,1040,1561
hsa-mir-1179,"Carcinoma, Non-Small-Cell Lung",yes,895,1312
hsa-mir-320,Reperfusion Injury,yes,1099,1557
hsa-mir-21,Hodgkin Disease,yes,1036,1537
hsa-mir-137,"Cicatrix, Hypertrophic",yes,949,1597
hsa-mir-338,"Arthritis, Rheumatoid",yes,1117,1423
hsa-mir-192,"Diabetes Mellitus, Type 1",yes,998,1479
hsa-mir-134,Neuralgia,yes,942,1605
hsa-mir-210,Breast Neoplasms,yes,1037,1303
hsa-mir-23b,Wound Healing,yes,1056,1598
hsa-mir-590,Cerebral Hemorrhage,yes,1229,1709
hsa-mir-384,Diabetic Retinopathy,yes,1151,1508
hsa-mir-125b,Reperfusion Injury,yes,914,1557
hsa-mir-663a,"Infertility, Male",yes,1255,1710
hsa-mir-7,Pulmonary Fibrosis,yes,1261,1601
hsa-mir-146b,"Carcinoma, Renal Cell",yes,961,1324
hsa-mir-451a,"Carcinoma, Basal Cell",yes,1169,1361
hsa-mir-218,Uterine Cervical Neoplasms,yes,1046,1300
hsa-mir-637,Melanoma,yes,1245,1347
hsa-mir-6852,Stomach Neoplasms,yes,1260,1307
hsa-mir-184,Nasopharyngeal Neoplasms,yes,989,1533
hsa-mir-338,Glioma,yes,1117,1322
hsa-mir-23a,Atherosclerosis,yes,1055,1376
hsa-mir-4317,"Carcinoma, Non-Small-Cell Lung",yes,1162,1312
hsa-mir-204,Triple Negative Breast Neoplasms,yes,1028,1398
hsa-mir-363,"Carcinoma, Renal Cell",yes,1132,1324
hsa-mir-27a,Acute Lung Injury,yes,1066,1579
hsa-mir-628,Breast Neoplasms,yes,1242,1303
hsa-mir-146a,Spinal Cord Injuries,yes,960,1567
hsa-mir-665,"Carcinoma, Hepatocellular",yes,1257,1310
hsa-mir-3619,Urinary Bladder Neoplasms,yes,1130,1306
hsa-mir-520b,Prostatic Neoplasms,yes,1211,1339
hsa-mir-181a,"Kidney Failure, Chronic",yes,980,1711
hsa-mir-218,Pterygium,yes,1046,1427
hsa-mir-30d,Intervertebral Disc Degeneration,yes,1094,1335
hsa-mir-423,Diabetic Nephropathies,yes,1157,1487
hsa-mir-589,"Carcinoma, Hepatocellular",yes,1228,1310
hsa-mir-494,Glioblastoma,yes,1185,1301
hsa-mir-203,Wound Healing,yes,1026,1598
hsa-mir-340,"Carcinoma, Squamous Cell",yes,1122,1320
hsa-mir-20a,Glioma,yes,1034,1322
hsa-mir-301b,Breast Neoplasms,yes,1082,1303
hsa-mir-1307,Cartilage Diseases,yes,933,1694
hsa-mir-374b,Ovarian Neoplasms,yes,1140,1309
hsa-mir-345,"Leukemia, Myeloid, Acute",yes,1124,1366
hsa-mir-944,Osteosarcoma,yes,1292,1305
hsa-mir-223,Cardiovascular Diseases,yes,1053,1377
hsa-mir-671,Glioma,yes,1258,1322
hsa-mir-409,"Carcinoma, Non-Small-Cell Lung",yes,1152,1312
hsa-mir-590,Arbovirus Infections,yes,1229,1645
hsa-mir-140,Retinoblastoma,yes,954,1348
hsa-mir-132,"Pulmonary Disease, Chronic Obstructive",yes,936,1424
hsa-mir-183,Uterine Cervical Neoplasms,yes,988,1300
hsa-mir-409,Encephalomyelitis,yes,1152,1571
hsa-mir-650,Mouth Neoplasms,yes,1250,1386
hsa-mir-216a,Asthma,yes,1043,1529
hsa-mir-10a,Prostatic Neoplasms,yes,892,1339
hsa-mir-494,Medulloblastoma,yes,1185,1367
hsa-mir-17,Pulmonary Embolism,yes,977,1712
hsa-mir-148b,Reperfusion Injury,yes,963,1557
hsa-mir-150,Pulmonary Embolism,yes,965,1712
hsa-mir-150,Thrombosis,yes,965,1713
hsa-mir-150,Venous Thromboembolism,yes,965,1714
hsa-mir-431,Pre-Eclampsia,yes,1161,1459
hsa-mir-105,Lung Neoplasms,yes,888,1308
hsa-mir-448,Aneurysm,yes,1165,1572
hsa-mir-129,Glioma,yes,924,1322
hsa-mir-328,Atherosclerosis,yes,1111,1376
hsa-mir-33a,Fatty Liver,yes,1119,1489
hsa-mir-128,Alzheimer Disease,yes,921,1342
hsa-mir-575,Atherosclerosis,yes,1224,1376
hsa-mir-3178,Breast Neoplasms,yes,1097,1303
